CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
247269,7111 FORTHUN RD,BAXTER,MN,56425,46.347623,-94.2531732
248088,2076 SAINT ANTHONY AVE,SAINT PAUL,MN,55104,44.9520806,-93.167107
058080,3505 HART AVE,ROSEMEAD,CA,91770,34.072787,-118.0688519
237543,37799 PROFESSIONAL CENTER DR 103,LIVONIA,MI,48154,,
107618,13923 ICOT BLVD,CLEARWATER,FL,33760,,
267555,1500 HWY 72,ROLLA,MO,65401,,
227009,60 HOSPITAL RD,LEOMINSTER,MA,01453,42.5403192,-71.7631299
058406,23210 CRENSHAW BLVD 200,TORRANCE,CA,90505,,
497596,7410 SPRING VILLAGE DRIVE,SPRINGFIELD,VA,22150,,
037230,1212N SPENCER 1,MESA,AZ,85203,,
