CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
127314,1314 S KING ST,HONOLULU,HI,96814,21.2992856,-157.8413598
227568,173 PINE ST,LOWELL,MA,01851,42.6326854,-71.3329693
103177,1428 E SEMORAN BLVD,APOPKA,FL,32703,28.6731894,-81.4840269
747788,3613 ROCK CREEK DR,TYLER,TX,75707,32.3091913,-95.2525824
059794,19531 PARTHENIA ST B,NORTHRIDGE,CA,91324,,
397096,240 W MAHONING ST,PUNXSUTAWNEY,PA,15767,40.9431891,-78.973396
178098,1251 SW ARROWHEAD RD,TOPEKA,KS,66604,39.0431121,-95.7578047
267644,2425 N WOODBINE RD,SAINT JOSEPH,MO,64506,39.7897659,-94.7966331
107540,4730 E STATE ROAD 64,BRADENTON,FL,34208,27.4960473,-82.4983464
107544,140 INTRACOASTAL POINTE DR,JUPITER,FL,33477,,
