CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
368083,681 E 3RD ST,WAVERLY,OH,45690,39.1327587,-82.9737558
227057,30 SUDBURY RD,ACTON,MA,01720,42.4392337,-71.4317872
677941,201 W HILLSIDE RD,LAREDO,TX,78041,27.5468439,-99.4968741
167030,101 E 10TH ST,SPENCER,IA,51301,43.147906,-95.14355
237716,3830 PACKARD RD,ANN ARBOR,MI,48108,42.2436979,-83.6848766
679196,16100 CAIRNWAY DR,HOUSTON,TX,77084,29.8419106,-95.6438129
677970,9888 BISSONNET ST,HOUSTON,TX,77036,29.6751884,-95.5533656
147774,107 E JEFFERSON STREET,SULLIVAN,IL,61951,39.598512,-88.6062632
267161,1010 N JESSE JAMES RD,EXCELSIOR SPRINGS,MO,64024,39.3504976,-94.2352527
087036,501 HEALTH SERVICES DR,SEAFORD,DE,19973,38.6603901,-75.6030801
