CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
387026,2275 NE DOCTORS DR,BEND,OR,97701,44.0700239,-121.2661859
107635,2075 CENTRE POINTE BLVD,TALLAHASSEE,FL,32308,30.4745881,-84.2384512
058450,535 N BRAND BLVD,GLENDALE,CA,91203,34.1543002,-118.2553891
357037,3223 32ND AVE S,FARGO,ND,58103,46.8314931,-96.8918383
497455,7323 BOULDER VIEW LN,RICHMOND,VA,23225,,
037229,2432 W PEORIA AVE,PHOENIX,AZ,85029,33.584133,-112.1107852
337281,50 CLINTON ST,HEMPSTEAD,NY,11550,40.7088076,-73.6184931
497033,1896 PRESTON WHITE DR,RESTON,VA,20191,38.9422612,-77.3276424
267032,101 FURR ST,FAYETTE,MO,65248,39.139815,-92.689353
417055,588 PAWTUCKET AVE,PAWTUCKET,RI,02860,41.8573038,-71.3991279
