CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
137016,1501 HILAND AVE,BURLEY,ID,83318,42.5346026,-113.7814435
057163,2029 VILLAGE LN,SOLVANG,CA,93463,34.6009402,-120.1272566
237462,8201 PORT AUSTIN RD,PIGEON,MI,48755,,
059254,2140 W OLYMPIC BLVD,LOS ANGELES,CA,90006,34.0368622,-118.4439181
747542,5541 BEAR LN,CORPUS CHRISTI,TX,78405,27.7640983,-97.465721
187049,CLAY COUNTY HOME HEALTH,MANCHESTER,KY,40962,,
059458,2211 S HACIENDA BLVD,HACIENDA HEIGHTS,CA,91745,33.994544,-117.9687664
197168,101 ASHLAND WAY,MADISONVILLE,LA,70447,,
747606,7322 SOUTHWEST FWY,HOUSTON,TX,77074,29.7039887,-95.5141849
109697,4010 S 57TH AVE,GREENACRES,FL,33463,26.6142483,-80.1355713
