CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
398025,2315 N SUSQUEHANNA TRL,YORK,PA,17404,39.9970532,-76.7454632
297214,5890 S DURANGO DR,LAS VEGAS,NV,89113,36.1295558,-115.2790635
077269,398 WILLETTS AVE,WATERFORD,CT,06385,41.3411561,-72.1196592
227670,37 BELMONT ST D,BROCKTON,MA,02301,,
227692,859 WILLARD ST,QUINCY,MA,02169,42.227898,-71.031555
059738,3400 CALLOWAY DR,BAKERSFIELD,CA,93312,35.390866,-119.109828
677952,780 N WATTERS RD,ALLEN,TX,75013,33.1426599,-96.6778948
053166,7200 VINELAND AVE,SUN VALLEY,CA,91352,,
177059,1715 MEDICAL PKWY,NEWTON,KS,67114,,
108449,16348 CORTEZ BLVD,BROOKSVILLE,FL,34601,28.5410848,-82.4553634
