CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon
337234,2700 N FOREST RD,GETZVILLE,NY,14068,43.0154573,-78.7860785
458006,600 N MAIN ST,SEYMOUR,TX,76380,33.593329,-99.260205
747703,901 CLINIC DR,EULESS,TX,76039,32.848576,-97.09633
059324,14724 VENTURA BLVD,SHERMAN OAKS,CA,91403,34.1510468,-118.4543451
227203,21 FATHER DEVALLES BLVD,FALL RIVER,MA,02723,41.6819278,-71.1316417
747571,2410 LUNA RD,CARROLLTON,TX,75006,32.9222823,-96.9254469
407019,AVE. DE DIEGO 580,SAN JUAN,PR,00920,,
467239,174 S 1100 E,AMERICAN FORK,UT,84003,40.3917,-111.7691466
447499,311  EAST WOOD STREET,PARIS,TN,38242,36.3019416,-88.3225364
368417,1350 W. 5TH AVENUE,COLUMBUS,OH,43212,39.9887641,-83.0423224
